law,data_seed,family,region,event,n,particle_abs_error,total_abs_error,qualified_fraction,ess
heavy_tailed,202,transformer_mdn4,extrapolated,common,128,0.38108336846294816,0.5853505429492836,0.5,4.079528086246607
heavy_tailed,202,transformer_mdn4,extrapolated,common,512,0.2361550487840207,0.5485590074291947,0.5,11.965964524976712
heavy_tailed,202,transformer_mdn4,extrapolated,rare,128,0.0576708404068787,0.2683127511585551,1.0,11.948612254329403
heavy_tailed,202,transformer_mdn4,extrapolated,rare,512,0.055560301375912974,0.30898180000017833,1.0,37.03324568028694
heavy_tailed,303,edm,boundary,common,128,0.10697681655572817,0.4004008872732987,1.0,5.995837269935156
heavy_tailed,303,edm,boundary,common,512,0.03233756842741456,0.34747843716106064,1.0,15.983002600377247
heavy_tailed,303,edm,boundary,rare,128,0.0792457076096284,0.5803221497653791,1.0,7.030435599661492
heavy_tailed,303,edm,boundary,rare,512,0.1289144186494431,0.5374427708609983,1.0,9.675548164322878
heavy_tailed,303,edm,central,common,128,0.02016141457272123,0.025870573910598396,1.0,89.6963092288803
heavy_tailed,303,edm,central,common,512,0.007011903904887286,0.014124654922085015,1.0,359.1144994228069
heavy_tailed,303,edm,central,rare,128,,0.6438719244119011,0.0,3.1856665517820137
heavy_tailed,303,edm,central,rare,512,,0.5930049924917148,0.0,2.2479849302572315
heavy_tailed,303,edm,extrapolated,common,128,,0.7363205146252914,0.0,2.587661182887564
heavy_tailed,303,edm,extrapolated,common,512,,0.8212832937323106,0.0,3.894191413089175
heavy_tailed,303,edm,extrapolated,rare,128,0.04192911008015929,0.27085949384412844,1.0,25.267565936779047
heavy_tailed,303,edm,extrapolated,rare,512,0.03244960804790047,0.22425045410730737,1.0,103.26418880132918
heavy_tailed,303,flow,boundary,common,128,0.24713523052564942,0.31164616260253036,0.5,3.7996628200096034
heavy_tailed,303,flow,boundary,common,512,0.18109208360572904,0.22081953008009322,0.5,9.272012297449885
heavy_tailed,303,flow,boundary,rare,128,0.0507000878400688,0.5672453534559142,0.5,6.293663356809879
heavy_tailed,303,flow,boundary,rare,512,0.0659511684389673,0.5265239542873958,0.5,8.71811994917079
heavy_tailed,303,flow,central,common,128,0.024920555706400952,0.020070339916244902,1.0,94.2326511471595
heavy_tailed,303,flow,central,common,512,0.007535216111847325,0.009780201687034562,1.0,375.06894669655725
heavy_tailed,303,flow,central,rare,128,,0.6442707946483776,0.0,2.905863286071172
heavy_tailed,303,flow,central,rare,512,,0.6115260605084923,0.0,2.6002397726907396
heavy_tailed,303,flow,extrapolated,common,128,,0.780076965301344,0.0,2.0931276010785194
heavy_tailed,303,flow,extrapolated,common,512,,0.8548622739889212,0.0,2.8325778606301957
heavy_tailed,303,flow,extrapolated,rare,128,0.03742928251118823,0.27597678351676075,1.0,44.562905258320406
heavy_tailed,303,flow,extrapolated,rare,512,0.0135791769153883,0.23704277578106767,1.0,189.50481261428976
heavy_tailed,303,gaussian_diag,boundary,common,128,0.04771097240402015,0.5428364687505217,1.0,8.53051440221081
heavy_tailed,303,gaussian_diag,boundary,common,512,0.04548262247957963,0.5540738405215383,1.0,22.600443998275413
heavy_tailed,303,gaussian_diag,boundary,rare,128,0.07385620132147337,0.7100537222576273,1.0,6.3696484828551965
heavy_tailed,303,gaussian_diag,boundary,rare,512,0.09727087829796599,0.6571722147932945,1.0,10.970234607608264
heavy_tailed,303,gaussian_diag,central,common,128,0.015513069156656083,0.17469143752993102,1.0,87.64852299818376
heavy_tailed,303,gaussian_diag,central,common,512,0.00765900747356365,0.17350082193690897,1.0,340.80618076287516
heavy_tailed,303,gaussian_diag,central,rare,128,0.0384626750426437,0.6498138934047522,1.0,3.1078385316959145
heavy_tailed,303,gaussian_diag,central,rare,512,0.05237694254126626,0.6218382406146159,1.0,3.847292237143428
heavy_tailed,303,gaussian_diag,extrapolated,common,128,0.18441446777571588,0.7579094300465091,1.0,3.8427230411978015
heavy_tailed,303,gaussian_diag,extrapolated,common,512,0.11817369735605776,0.8596367116501532,1.0,8.178830010215195
heavy_tailed,303,gaussian_diag,extrapolated,rare,128,0.11468934639976124,0.39129365373299185,1.0,14.146686708963756
heavy_tailed,303,gaussian_diag,extrapolated,rare,512,0.08509357881657054,0.33367074643328404,1.0,61.499146989097945
heavy_tailed,303,gaussian_rank2,boundary,common,128,0.08896799831848357,0.5198479937130536,1.0,9.869598539442485
heavy_tailed,303,gaussian_rank2,boundary,common,512,0.07134114662072001,0.4500167801625435,1.0,23.07349006413675
heavy_tailed,303,gaussian_rank2,boundary,rare,128,0.08249606952047311,0.6460357074186982,1.0,7.181084222085719
heavy_tailed,303,gaussian_rank2,boundary,rare,512,0.03990007753402993,0.6069902153402592,1.0,13.986756406381346
heavy_tailed,303,gaussian_rank2,central,common,128,0.022670644307054236,0.037919514277815626,1.0,88.99485127810964
heavy_tailed,303,gaussian_rank2,central,common,512,0.013208563005412394,0.044045758614163044,1.0,357.5352396073519
heavy_tailed,303,gaussian_rank2,central,rare,128,0.19591118133064558,0.6617463075751576,1.0,4.230257091048004
heavy_tailed,303,gaussian_rank2,central,rare,512,0.1858133300168053,0.6516484562613173,1.0,3.0900869573949556
heavy_tailed,303,gaussian_rank2,extrapolated,common,128,0.13968248363154004,0.7048018530360682,1.0,4.3724715735589035
heavy_tailed,303,gaussian_rank2,extrapolated,common,512,0.14879339117115123,0.6988443222301534,1.0,9.916755301531284
heavy_tailed,303,gaussian_rank2,extrapolated,rare,128,0.09242540957375676,0.2534499370809597,1.0,16.580038849396452
heavy_tailed,303,gaussian_rank2,extrapolated,rare,512,0.06566489076024078,0.19718421520573645,1.0,52.154416649089704
heavy_tailed,303,gp_rbf,boundary,common,128,0.0349976812400715,0.5625120803280437,1.0,16.501964160732825
heavy_tailed,303,gp_rbf,boundary,common,512,0.005586970266207767,0.5867680765010591,1.0,68.5396988824407
heavy_tailed,303,gp_rbf,boundary,rare,128,0.0546613310059371,0.7387302942168655,1.0,4.0367336188675855
heavy_tailed,303,gp_rbf,boundary,rare,512,0.0150546558045459,0.7155741642293129,1.0,28.328742566010295
heavy_tailed,303,gp_rbf,central,common,128,0.013684073773683166,0.16545683439328773,1.0,98.86760143311388
heavy_tailed,303,gp_rbf,central,common,512,0.0043835659704695,0.17186424309724932,1.0,393.23863964800057
heavy_tailed,303,gp_rbf,central,rare,128,0.015723621388904967,0.6563156021090798,1.0,2.4888291779746052
heavy_tailed,303,gp_rbf,central,rare,512,0.0160782238157809,0.6684491192675646,1.0,5.019076581070892
heavy_tailed,303,gp_rbf,extrapolated,common,128,0.0701934637609223,0.7653526508856507,1.0,26.489801577946622
heavy_tailed,303,gp_rbf,extrapolated,common,512,0.022590044297159866,0.8062679851658666,1.0,101.39690904689856
heavy_tailed,303,gp_rbf,extrapolated,rare,128,0.20997855886941352,0.2441003499785138,1.0,2.062886718706489
heavy_tailed,303,gp_rbf,extrapolated,rare,512,0.07448856650315877,0.471646088693321,1.0,4.776715762412464
heavy_tailed,303,mdn4,boundary,common,128,0.20016888795461873,0.3656388414370006,1.0,6.891978722754289
heavy_tailed,303,mdn4,boundary,common,512,0.03849928767569402,0.29610196777484526,1.0,12.86458439722859
heavy_tailed,303,mdn4,boundary,rare,128,,0.7771356958475383,0.0,1.7175001902953546
heavy_tailed,303,mdn4,boundary,rare,512,,0.37570886299987644,0.0,4.17115619122485
heavy_tailed,303,mdn4,central,common,128,0.028804809247259654,0.030859236925562628,1.0,92.73205360520954
heavy_tailed,303,mdn4,central,common,512,0.0118212641931067,0.017975015170993012,1.0,369.8020253036879
heavy_tailed,303,mdn4,central,rare,128,,0.6260776022779684,0.0,3.4565252154631936
heavy_tailed,303,mdn4,central,rare,512,,0.6080968068690841,0.0,5.602161447757616
heavy_tailed,303,mdn4,extrapolated,common,128,0.12619828606167807,0.5267087727060277,1.0,2.97570856232856
heavy_tailed,303,mdn4,extrapolated,common,512,0.14417294855441173,0.5112362293507874,1.0,11.859059088363678
heavy_tailed,303,mdn4,extrapolated,rare,128,0.27253345928516964,0.407532584501515,1.0,17.11087829074692
heavy_tailed,303,mdn4,extrapolated,rare,512,0.12069155239437551,0.1325689461703097,1.0,21.18950542743811
heavy_tailed,303,ridge,boundary,common,128,0.18136862223890624,0.36880309382248516,1.0,9.283848330637039
heavy_tailed,303,ridge,boundary,common,512,0.08659202665247179,0.4830176976403174,1.0,38.05237747550766
heavy_tailed,303,ridge,boundary,rare,128,0.1799149003980766,0.5964018903034766,1.0,3.505053332601969
heavy_tailed,303,ridge,boundary,rare,512,0.06390656690976816,0.5684312720371296,1.0,23.76122729676153
heavy_tailed,303,ridge,central,common,128,0.0352268168680186,0.039218823783774136,1.0,91.3597783010822
heavy_tailed,303,ridge,central,common,512,0.015952452707312426,0.016201661290421554,1.0,366.4925973683782
heavy_tailed,303,ridge,central,rare,128,0.11912763546009215,0.6064114237110713,1.0,1.8090266255237502
heavy_tailed,303,ridge,central,rare,512,0.12735292826018085,0.61463671651116,1.0,3.1796345998575366
heavy_tailed,303,ridge,extrapolated,common,128,0.14970199469782902,0.7594337870862299,1.0,1.1235490581620404
heavy_tailed,303,ridge,extrapolated,common,512,0.17441154912534107,0.784143341513742,1.0,1.6998969508512676
heavy_tailed,303,ridge,extrapolated,rare,128,0.03655643532412276,0.2489585222672793,1.0,19.594189125265718
heavy_tailed,303,ridge,extrapolated,rare,512,0.019371812277381394,0.2317738992205379,1.0,54.55591123835321
heavy_tailed,303,student_rank2,boundary,common,128,0.3080649762310644,0.40438459323549275,1.0,4.5990579389552515
heavy_tailed,303,student_rank2,boundary,common,512,0.22214213762027865,0.2659656199172112,1.0,12.236744245428747
heavy_tailed,303,student_rank2,boundary,rare,128,0.47553222035382386,0.5246281022149847,1.0,2.827984343900134
heavy_tailed,303,student_rank2,boundary,rare,512,0.2921067609037603,0.34120264276492124,1.0,5.574760280626866
heavy_tailed,303,student_rank2,central,common,128,0.02871680117244374,0.02775835602488889,1.0,87.11532692060132
heavy_tailed,303,student_rank2,central,common,512,0.013668594128294001,0.01745007577435388,1.0,352.6826937825023
heavy_tailed,303,student_rank2,central,rare,128,0.6370532127844747,0.6417977237944306,1.0,1.5480361423633129
heavy_tailed,303,student_rank2,central,rare,512,0.6197513758962359,0.624495886906192,1.0,2.383515057928263
heavy_tailed,303,student_rank2,extrapolated,common,128,0.6453260790852728,0.6852732669919135,1.0,3.0082774144993465
heavy_tailed,303,student_rank2,extrapolated,common,512,0.3398774600942964,0.37982464800093707,1.0,3.8986870400786917
heavy_tailed,303,student_rank2,extrapolated,rare,128,0.2620562627534199,0.19652874980514978,1.0,4.361438699552546
heavy_tailed,303,student_rank2,extrapolated,rare,512,0.2021632897160168,0.16670254557980424,1.0,12.741202394878298
heavy_tailed,303,transformer_mdn4,boundary,common,128,0.2315198557289643,0.3078052295050483,1.0,4.261376496517606
heavy_tailed,303,transformer_mdn4,boundary,common,512,0.16697614712046804,0.19681592375886092,1.0,6.766275704150253
heavy_tailed,303,transformer_mdn4,boundary,rare,128,,0.60625472044255,0.0,4.995417876241705
heavy_tailed,303,transformer_mdn4,boundary,rare,512,,0.568463912620615,0.0,7.892691053120852
heavy_tailed,303,transformer_mdn4,central,common,128,0.02967122683741984,0.030194050552693464,1.0,82.93117773983971
heavy_tailed,303,transformer_mdn4,central,common,512,0.007118771979565941,0.0405175354691013,1.0,331.5374349939741
heavy_tailed,303,transformer_mdn4,central,rare,128,,0.6455990851446574,0.0,1.9768827503274864
heavy_tailed,303,transformer_mdn4,central,rare,512,,0.6343952905576699,0.0,2.113716471826485
heavy_tailed,303,transformer_mdn4,extrapolated,common,128,0.3037213385834147,0.46418211893818356,1.0,2.9365244628243343
heavy_tailed,303,transformer_mdn4,extrapolated,common,512,0.19331539488842167,0.46869269885451287,1.0,7.111179868396039
heavy_tailed,303,transformer_mdn4,extrapolated,rare,128,0.19682246612942453,0.30508787269127113,1.0,10.875111400450672
heavy_tailed,303,transformer_mdn4,extrapolated,rare,512,0.06312699117569572,0.27560665806030477,1.0,32.879268869363955
linear_gaussian,101,edm,boundary,common,128,0.0993164486632545,0.10121108242447292,1.0,9.056424915158583
linear_gaussian,101,edm,boundary,common,512,0.03661090325488778,0.0358957919734344,1.0,38.83251383426695
linear_gaussian,101,edm,boundary,rare,128,0.14098446444013257,0.1389272368003099,1.0,2.599625598164648
linear_gaussian,101,edm,boundary,rare,512,0.10926579491048787,0.09847797552190495,1.0,8.416960748053691
linear_gaussian,101,edm,central,common,128,0.019829801377994328,0.036949690261354605,1.0,78.80121360851753
linear_gaussian,101,edm,central,common,512,0.01944066586736007,0.04108035056539704,1.0,325.7591256760691
linear_gaussian,101,edm,central,rare,128,,0.17521868725743128,0.0,2.115481752392589
linear_gaussian,101,edm,central,rare,512,,0.15290254037203485,0.0,2.182834488245659
linear_gaussian,101,edm,extrapolated,common,128,,0.17171937999361367,0.0,2.2087312628725844
linear_gaussian,101,edm,extrapolated,common,512,,0.10605254651661673,0.0,2.760639419557061
linear_gaussian,101,edm,extrapolated,rare,128,0.032037272498524054,0.059003482949610525,1.0,26.4792731705391
linear_gaussian,101,edm,extrapolated,rare,512,0.02054402538484153,0.03880928761277763,1.0,98.27349024218391
linear_gaussian,101,flow,boundary,common,128,0.12010089593494887,0.140630702549279,1.0,4.49759359956957
linear_gaussian,101,flow,boundary,common,512,0.0483785474764872,0.10583432115023302,1.0,20.357311189408936
linear_gaussian,101,flow,boundary,rare,128,0.07456367116183768,0.11841865709550896,1.0,4.11956807665604
linear_gaussian,101,flow,boundary,rare,512,0.06722454962107527,0.11822700508720672,1.0,13.566104906203028
linear_gaussian,101,flow,central,common,128,0.018068243130349434,0.03854986940651747,1.0,81.39200618567438
linear_gaussian,101,flow,central,common,512,0.01797439888295019,0.03999718571287026,1.0,325.6993759340742
linear_gaussian,101,flow,central,rare,128,,0.17596533330801042,0.0,2.165541794544407
linear_gaussian,101,flow,central,rare,512,,0.1756440966227262,0.0,2.0038732361972147
linear_gaussian,101,flow,extrapolated,common,128,0.34423050274366856,0.26411481855768826,0.5,1.4300894394789694
linear_gaussian,101,flow,extrapolated,common,512,0.2684484110048717,0.21845761122023957,0.5,3.125267722047001
linear_gaussian,101,flow,extrapolated,rare,128,0.028517417013330534,0.04140794272574552,1.0,45.75974247404704
linear_gaussian,101,flow,extrapolated,rare,512,0.01187214686237778,0.029902513125938505,1.0,177.75551561745655
linear_gaussian,101,gaussian_diag,boundary,common,128,0.10969241537329039,0.19699135340604204,1.0,4.76707828095871
linear_gaussian,101,gaussian_diag,boundary,common,512,0.031051092049486948,0.2432201031432434,1.0,22.80478148855519
linear_gaussian,101,gaussian_diag,boundary,rare,128,0.0772338385497885,0.25024144677764454,1.0,3.934036256806164
linear_gaussian,101,gaussian_diag,boundary,rare,512,0.12853726560738427,0.3120708985647929,1.0,7.829911647892423
linear_gaussian,101,gaussian_diag,central,common,128,0.025896004706649184,0.2188579558674325,1.0,80.37664008426613
linear_gaussian,101,gaussian_diag,central,common,512,0.013483153243197201,0.21448747476662547,1.0,329.1736016846622
linear_gaussian,101,gaussian_diag,central,rare,128,0.045299682435354836,0.24846615808922953,1.0,2.049981615483368
linear_gaussian,101,gaussian_diag,central,rare,512,0.05123784298676908,0.2059761303734049,1.0,2.5049417866040806
linear_gaussian,101,gaussian_diag,extrapolated,common,128,0.10064295462028276,0.2385403118801178,1.0,2.6486412440716074
linear_gaussian,101,gaussian_diag,extrapolated,common,512,0.11211769202972627,0.1870212514371761,1.0,4.514269117971191
linear_gaussian,101,gaussian_diag,extrapolated,rare,128,0.03026472088069565,0.22597803855697032,1.0,29.50886037575755
linear_gaussian,101,gaussian_diag,extrapolated,rare,512,0.021608069268628616,0.23296729342197664,1.0,117.50324035272308
linear_gaussian,101,gaussian_rank2,boundary,common,128,0.049701365227976656,0.04851695778048983,1.0,8.156546875639966
linear_gaussian,101,gaussian_rank2,boundary,common,512,0.035562251026480515,0.0372525016661931,1.0,23.52263666359421
linear_gaussian,101,gaussian_rank2,boundary,rare,128,0.11121108944370343,0.10765786710124309,1.0,4.46557292522148
linear_gaussian,101,gaussian_rank2,boundary,rare,512,0.07177442254892073,0.06771495693478406,1.0,9.756145507885831
linear_gaussian,101,gaussian_rank2,central,common,128,0.034839455911501505,0.03673804470078564,1.0,79.10802850859746
linear_gaussian,101,gaussian_rank2,central,common,512,0.007857955847647632,0.010861702003628066,1.0,312.25078319100436
linear_gaussian,101,gaussian_rank2,central,rare,128,0.17106524810878765,0.17676101447663997,1.0,2.1244820968635905
linear_gaussian,101,gaussian_rank2,central,rare,512,0.1816963302435731,0.18739209661142542,1.0,2.0106512529177354
linear_gaussian,101,gaussian_rank2,extrapolated,common,128,0.1381072923203832,0.19335394179605137,1.0,2.8821668925257025
linear_gaussian,101,gaussian_rank2,extrapolated,common,512,0.10142625023664113,0.15667289971230927,1.0,9.537838554135808
linear_gaussian,101,gaussian_rank2,extrapolated,rare,128,0.02211161686499503,0.05051221654938734,1.0,34.50435144812101
linear_gaussian,101,gaussian_rank2,extrapolated,rare,512,0.025102737387025082,0.07894187166747252,1.0,127.93966720637077
linear_gaussian,101,gp_rbf,boundary,common,128,0.05611594244562107,0.2675790583881687,1.0,8.760261643047086
linear_gaussian,101,gp_rbf,boundary,common,512,0.041645235185598636,0.23384505587996277,1.0,25.293531568840574
linear_gaussian,101,gp_rbf,boundary,rare,128,0.0371799858081853,0.2602187437169069,1.0,2.601407462896693
linear_gaussian,101,gp_rbf,boundary,rare,512,0.07023294245241206,0.28429398076523793,1.0,6.769629337666001
linear_gaussian,101,gp_rbf,central,common,128,0.0268237813210554,0.23507621840966533,1.0,79.96834746114695
linear_gaussian,101,gp_rbf,central,common,512,0.006147003760097701,0.22387476873166756,1.0,324.1510078203344
linear_gaussian,101,gp_rbf,central,rare,128,0.025694626084427002,0.2151917279852029,1.0,2.9895209886408556
linear_gaussian,101,gp_rbf,central,rare,512,0.0667602378841005,0.28979899579282214,1.0,1.4620057628584069
linear_gaussian,101,gp_rbf,extrapolated,common,128,0.05643324645500077,0.21329603355570584,1.0,14.437719252416697
linear_gaussian,101,gp_rbf,extrapolated,common,512,0.04691897811566473,0.17611977979305685,1.0,57.34235369182335
linear_gaussian,101,gp_rbf,extrapolated,rare,128,0.17326232563141888,0.39630108354014054,1.0,7.67039518947648
linear_gaussian,101,gp_rbf,extrapolated,rare,512,0.07756624367724337,0.300605001585965,1.0,32.355528846217915
linear_gaussian,101,mdn4,boundary,common,128,0.13400892215292662,0.09340267097025474,1.0,8.532388349431665
linear_gaussian,101,mdn4,boundary,common,512,0.057358367631385715,0.058876835111785715,1.0,22.852073315642475
linear_gaussian,101,mdn4,boundary,rare,128,0.08270941811610315,0.1061804661615041,1.0,3.4474321341065086
linear_gaussian,101,mdn4,boundary,rare,512,0.04268668633781328,0.0755664544918227,1.0,8.738086716052194
linear_gaussian,101,mdn4,central,common,128,0.02728920730195562,0.023068282647586754,1.0,79.65089878385237
linear_gaussian,101,mdn4,central,common,512,0.018030634833927115,0.01530339558153774,1.0,321.6309324152235
linear_gaussian,101,mdn4,central,rare,128,,0.20394462538133865,0.0,2.133529423007602
linear_gaussian,101,mdn4,central,rare,512,,0.2275429169111712,0.0,1.533581834802319
linear_gaussian,101,mdn4,extrapolated,common,128,0.0872800345819117,0.08964640243007853,1.0,4.415394470293251
linear_gaussian,101,mdn4,extrapolated,common,512,0.0852862556862116,0.03794787614395231,1.0,14.549983895250838
linear_gaussian,101,mdn4,extrapolated,rare,128,0.10916172316679447,0.15875238782435377,1.0,14.461720999853071
linear_gaussian,101,mdn4,extrapolated,rare,512,0.03190746364804523,0.06302680747737648,1.0,52.8787966650383
linear_gaussian,101,ridge,boundary,common,128,0.08723240201965143,0.08464231650939184,1.0,7.599109131831174
linear_gaussian,101,ridge,boundary,common,512,0.03688446630491557,0.03602110446816237,1.0,19.684955761487583
linear_gaussian,101,ridge,boundary,rare,128,0.11518572931057697,0.11259564380031746,1.0,2.8915072390406134
linear_gaussian,101,ridge,boundary,rare,512,0.1355524419575462,0.13296235644728668,1.0,8.165121836115137
linear_gaussian,101,ridge,central,common,128,0.031365724793413895,0.030502362956660728,1.0,80.74952149381032
linear_gaussian,101,ridge,central,common,512,0.0051218721573540365,0.0059852339941072015,1.0,325.0007571946544
linear_gaussian,101,ridge,central,rare,128,0.20622024882994947,0.20363016331968986,1.0,2.9868622404508796
linear_gaussian,101,ridge,central,rare,512,0.25376400431507173,0.2511739188048121,1.0,1.464390237487999
linear_gaussian,101,ridge,extrapolated,common,128,0.19616485081664015,0.19357476530638054,1.0,1.8725645375805062
linear_gaussian,101,ridge,extrapolated,common,512,0.21814609411861316,0.21555600860835358,1.0,1.6791526175417453
linear_gaussian,101,ridge,extrapolated,rare,128,0.0477231209075826,0.0468597590708294,1.0,34.04506785278222
linear_gaussian,101,ridge,extrapolated,rare,512,0.018717547559740005,0.017854185722986804,1.0,129.13169908384398
linear_gaussian,101,student_rank2,boundary,common,128,0.086992675891987,0.06394531844326998,1.0,5.815204771058979
linear_gaussian,101,student_rank2,boundary,common,512,0.09731878271180429,0.15195245701938093,1.0,22.399924988516847
linear_gaussian,101,student_rank2,boundary,rare,128,0.2737932256172306,0.23232911614896037,1.0,3.5709071630998346
linear_gaussian,101,student_rank2,boundary,rare,512,0.17428560001925456,0.20642385382086095,1.0,6.695123143258248
linear_gaussian,101,student_rank2,central,common,128,0.01700259718084457,0.02024146115211181,1.0,78.836512003182
linear_gaussian,101,student_rank2,central,common,512,0.013157283456014185,0.01319447732389883,1.0,310.60509831091736
linear_gaussian,101,student_rank2,central,rare,128,0.42431095852448686,0.20046107482586306,1.0,1.548504475027655
linear_gaussian,101,student_rank2,central,rare,512,0.3965379914164681,0.1726881077178443,1.0,2.06247097430172
linear_gaussian,101,student_rank2,extrapolated,common,128,0.1612810599938615,0.1323286521568969,1.0,3.4386664720811573
linear_gaussian,101,student_rank2,extrapolated,common,512,0.1593327340390193,0.17481632439307626,1.0,13.89240586894101
linear_gaussian,101,student_rank2,extrapolated,rare,128,0.03872678932334009,0.05637285567853042,1.0,33.66887551059612
linear_gaussian,101,student_rank2,extrapolated,rare,512,0.028072508607267344,0.06729218832659711,1.0,126.14302850143942
linear_gaussian,101,transformer_mdn4,boundary,common,128,0.09738235696727422,0.0947053763057021,1.0,9.323169741805549
linear_gaussian,101,transformer_mdn4,boundary,common,512,0.060872702153337864,0.05819572149176574,1.0,33.21046600000224
linear_gaussian,101,transformer_mdn4,boundary,rare,128,0.05099034219703632,0.08679439383781058,1.0,2.4723201165923245
linear_gaussian,101,transformer_mdn4,boundary,rare,512,0.05848220039403725,0.11051803068062822,1.0,7.287889568340709
linear_gaussian,101,transformer_mdn4,central,common,128,0.02123428028317546,0.054539983742542236,1.0,76.65810354260651
linear_gaussian,101,transformer_mdn4,central,common,512,0.01700365653236025,0.06957762911869737,1.0,315.0265500973522
linear_gaussian,101,transformer_mdn4,central,rare,128,,0.24690479546837366,0.0,1.4316713858234518
linear_gaussian,101,transformer_mdn4,central,rare,512,,0.19016995398217793,0.0,2.4197630316332788
linear_gaussian,101,transformer_mdn4,extrapolated,common,128,0.321411264738115,0.33518858236491655,1.0,2.7233788515385626
linear_gaussian,101,transformer_mdn4,extrapolated,common,512,0.08204682471528275,0.17719346858220672,1.0,10.16367469492093
linear_gaussian,101,transformer_mdn4,extrapolated,rare,128,0.07213634784238898,0.12948826189551363,1.0,16.491612563654417
linear_gaussian,101,transformer_mdn4,extrapolated,rare,512,0.04017378426222697,0.06573986952609522,1.0,61.17602511629977
linear_gaussian,202,edm,boundary,common,128,0.07454259078512614,0.056737176029509284,1.0,7.950219731235445
linear_gaussian,202,edm,boundary,common,512,0.04606868053697746,0.07236581012584918,1.0,26.50362679283046
linear_gaussian,202,edm,boundary,rare,128,0.09890348344819379,0.15645975186490005,0.5,4.378531883463758
linear_gaussian,202,edm,boundary,rare,512,0.05544251216549178,0.06985137301501737,0.5,5.8088765757184335
linear_gaussian,202,edm,central,common,128,0.02962124861347143,0.024463543271229432,1.0,76.79215893418409
linear_gaussian,202,edm,central,common,512,0.008787730970259233,0.022601691713850333,1.0,296.6461016700823
linear_gaussian,202,edm,central,rare,128,,0.20469977990274657,0.0,1.7763390463005313
linear_gaussian,202,edm,central,rare,512,,0.19657744877919883,0.0,1.8423832944726668
linear_gaussian,202,edm,extrapolated,common,128,,0.17708708658693584,0.0,3.05472134190641
linear_gaussian,202,edm,extrapolated,common,512,,0.23607300631282724,0.0,3.2545120993722385
linear_gaussian,202,edm,extrapolated,rare,128,0.041016031032183334,0.1425399360909635,1.0,28.31502954801678
linear_gaussian,202,edm,extrapolated,rare,512,0.0073388581216239325,0.12279310565767189,1.0,108.19444010927675
linear_gaussian,202,flow,boundary,common,128,0.1069852330204935,0.10537484210905029,1.0,4.503680541012412
linear_gaussian,202,flow,boundary,common,512,0.0733548063513159,0.08297641460945458,1.0,13.683889718220586
linear_gaussian,202,flow,boundary,rare,128,0.1252773495009487,0.1398819746935608,1.0,5.134172340121469
linear_gaussian,202,flow,boundary,rare,512,0.04312814244137988,0.043939278943487946,1.0,7.401331396699818
linear_gaussian,202,flow,central,common,128,0.026940375445799743,0.03132248811065928,1.0,81.72221067372124
linear_gaussian,202,flow,central,common,512,0.007096584829965234,0.02352951322413226,1.0,314.58015788221707
linear_gaussian,202,flow,central,rare,128,,0.1920148735369951,0.0,1.3460109571492174
linear_gaussian,202,flow,central,rare,512,,0.18112981502887657,0.0,2.2909276824720655
linear_gaussian,202,flow,extrapolated,common,128,,0.1328833750014277,0.0,1.6687317768226302
linear_gaussian,202,flow,extrapolated,common,512,,0.30443920152037524,0.0,1.9911425640087324
linear_gaussian,202,flow,extrapolated,rare,128,0.023885690056515137,0.10467599275130679,1.0,59.450759689402666
linear_gaussian,202,flow,extrapolated,rare,512,0.011232113079455472,0.0944206803518174,1.0,245.69092418228988
linear_gaussian,202,gaussian_diag,boundary,common,128,0.04590877751569411,0.20201530076747568,1.0,7.080725486117344
linear_gaussian,202,gaussian_diag,boundary,common,512,0.036257618708579846,0.18843163829785103,1.0,21.272316859362405
linear_gaussian,202,gaussian_diag,boundary,rare,128,0.08953898249260094,0.2204049952553838,1.0,4.97946691388688
linear_gaussian,202,gaussian_diag,boundary,rare,512,0.05038995791199902,0.18370439921669182,1.0,8.961700828770512
linear_gaussian,202,gaussian_diag,central,common,128,0.026188958042787282,0.23795637112029622,1.0,76.8580994668551
linear_gaussian,202,gaussian_diag,central,common,512,0.009681525493697883,0.2251896634076482,1.0,287.6414157090367
linear_gaussian,202,gaussian_diag,central,rare,128,0.07018035532109378,0.21332510270406613,1.0,1.268468385002669
linear_gaussian,202,gaussian_diag,central,rare,512,0.055042330085215106,0.22055087956809694,1.0,2.9444456074035803
linear_gaussian,202,gaussian_diag,extrapolated,common,128,0.16476882606452276,0.31298455438857137,1.0,3.843496167797081
linear_gaussian,202,gaussian_diag,extrapolated,common,512,0.08671905924646628,0.3045828286532211,1.0,8.573219492338039
linear_gaussian,202,gaussian_diag,extrapolated,rare,128,0.07602444510789912,0.25908066156715087,1.0,27.10747830046105
linear_gaussian,202,gaussian_diag,extrapolated,rare,512,0.019734160649796283,0.23196717529025887,1.0,105.03778997754155
linear_gaussian,202,gaussian_rank2,boundary,common,128,0.06184401772635134,0.06093539851202234,1.0,9.364670392674526
linear_gaussian,202,gaussian_rank2,boundary,common,512,0.044125364130095636,0.04510315285387734,1.0,19.658438599418073
linear_gaussian,202,gaussian_rank2,boundary,rare,128,0.11488322606941255,0.11475949241142007,1.0,4.269661469406073
linear_gaussian,202,gaussian_rank2,boundary,rare,512,0.08762627019883144,0.07697037659863654,1.0,7.94060808301208
